Prefix for use in doc-code	Doctype for use in doc-code	Serial number for use in doc-code	Doctype for doctype headings on page	Doctype sorting	Service	Industry	Part number (for RU only)	Chapter number (for RU only)	Subtype (for RU: part title)	Document title (for RU: chapter title)	Edition	Amended	History	L-DNV type	L-DNV code	Program	WP or Project
DNVGL	ST	1231	ST	10	Offshore classification	Maritime				OS-E401: Helicopter Decks	2015-11			"OS;#7"	OS-E401	Offshore	"Offshore;#11"
DNVGL	ST	1232	ST	10	Ship classification	Maritime				OS-E402: Diving Systems	2015-11			"OS;#7"	OS-E402	ORS	"WP 8;#8"
DNVGL	ST	1233	ST	10	Offshore classification	Maritime				OS-E403: Offshore loading Buoys	2015-11			"OS;#7"	OS-E403	Offshore	"Offshore;#11"
DNVGL	ST	1234	ST	10	Offshore classification	Maritime				OS-E406: Design of Free Fall Lifeboats	2015-11			"OS;#7"	OS-E406	Offshore	"Offshore;#11"
DNVGL	ST	1235	ST	10	Offshore classification	Maritime				OS-J301: Standard for Classification of Wind Turbine Installation Units	2015-11			"OS;#7"	OS-J301	Offshore	"Offshore;#11"
DNVGL	ST	1368	ST	10	Ship classification	Maritime				Certification services	2016-02			"STC;#10"	1	ORS	"WP 6;#6"
DNVGL	ST	1369	ST	10	Ship classification	Maritime				Certification of Materials and Components	2016-02			"STC;#10"	1.1	ORS	"WP 3;#3"
DNVGL	ST	1370	ST	10	Ship classification	Maritime				Type Approval	2016-02			"STC;#10"	1.2	ORS	"WP 6;#6"
DNVGL	ST	1371	ST	10	Ship classification	Maritime				Approval schemes	2016-02			"STC;#10"	2	ORS	
DNVGL	ST	1372	ST	10	Ship classification	Maritime				Environmental Test Specification for Instrumentation and Automation Equipment	2016-02			"STC;#10"	2.4	ORS	"WP 6;#6"
DNVGL	ST	1373	ST	10	Ship classification	Maritime				Offshore Containers.  Annex1 Lifting Sets for Offsh. Cont.  Annex2 Offshore Containers	2016-02			"STC;#10"	2.7-1		
DNVGL	ST	1374	ST	10	Ship classification	Maritime				Offshore Service Containers	2016-02			"STC;#10"	2.7-2		
DNVGL	ST	1375	ST	10	Ship classification	Maritime				Portable Offshore Units	2016-02			"STC;#10"	2.7-3		
DNVGL	ST	1376	ST	10	Ship classification	Maritime				Freight Containers	2016-02			"STC;#10"	2.7-4		
DNVGL	ST	1377	ST	10	Ship classification	Maritime				Diesel Engine Driven Power Plants — Certification, Testing and Inspections	2016-02			"STC;#10"	2.10	ORS	"WP 6;#6"
DNVGL	ST	1378	ST	10	Ship classification	Maritime				Certification of Gas Burning Internal Combustion Engine Installations	2016-02			"STC;#10"	2.11	ORS	"WP 6;#6"
DNVGL	ST	1379	ST	10	Ship classification	Maritime				Type Approval of Marine Equipment on behalf of Maritime- and Coastguard Safety Agency (MCA)	2016-02			"STC;#10"	2.12	ORS	"WP 6;#6"
DNVGL	ST	1380	ST	10	Ship classification	Maritime				Standard for Certification of Maritime Simulator Systems	2016-02			"STC;#10"	2.14		
DNVGL	ST	1381	ST	10	Ship classification	Maritime				NOx emissions of Diesel Engines according to MARPOL 73/78 Annex VI and the NOx Technical code	2016-02			"STC;#10"	2.15	ORS	"WP 6;#6"
DNVGL	ST	1382	ST	10	Ship classification	Maritime				Specifications for Redundancy in Position Keeping Ability	2016-02			"STC;#10"	2.16	ORS	"WP 6;#6"
DNVGL	ST	1383	ST	10	Ship classification	Maritime				Certification of Portable Fire Extinguishers for the Norwegian Market	2016-02			"STC;#10"	2.19	ORS	"WP 6;#6"
DNVGL	ST	1384	ST	10	Ship classification	Maritime				Lifeboats and Rescue Boats	2016-02			"STC;#10"	2.20	ORS	"WP 8;#8"
DNVGL	ST	1385	ST	10	Ship classification	Maritime				Craft	2016-02			"STC;#10"	2.21	ORS	"WP 8;#8"
DNVGL	ST	1386	ST	10	Ship classification	Maritime				Lifting Appliances	2016-02			"STC;#10"	2.22	ORS	"WP 6;#6"
DNVGL	ST	1387	ST	10	Ship classification	Maritime				Container Securing Devices	2016-02			"STC;#10"	2.23	ORS	"WP 7 ;#7"
DNVGL	ST	1388	ST	10	Ship classification	Maritime				Hardware in the Loop Testing (HIL)	2016-02			"STC;#10"	2.24	ORS	"WP 6;#6"
DNVGL	ST	1389	ST	10	Ship classification	Maritime				Electrical Shore Connections / Cold Ironing	2016-02			"STC;#10"	2.25	ORS	"WP 6;#6"
DNVGL	ST	1390	ST	10	Ship classification	Maritime				Competence related services	2016-02			"STC;#10"	3		
DNVGL	ST	1391	ST	10	Ship classification	Maritime				Competence Management Systems	2016-02			"STC;#10"	3.101		
DNVGL	ST	1392	ST	10	Ship classification	Maritime				Learning Programmes	2016-02			"STC;#10"	3.201		
DNVGL	ST	1393	ST	10	Ship classification	Maritime				Competence of Ship’s superintendents	2016-02			"STC;#10"	3.301		
DNVGL	ST	1394	ST	10	Ship classification	Maritime				Competence of Shipboard LNG Cargo Operators	2016-02			"STC;#10"	3.302		
DNVGL	ST	1395	ST	10	Ship classification	Maritime				STCW Basic Safety for Seafarers	2016-02			"STC;#10"	3.303		
DNVGL	ST	1396	ST	10	Ship classification	Maritime				Competence of Ship's Electrical Officers and Engineers	2016-02			"STC;#10"	3.304		
DNVGL	ST	1397	ST	10	Ship classification	Maritime				Competence of Shore-side Personnel handling dangerous goods	2016-02			"STC;#10"	3.305		
DNVGL	ST	1398	ST	10	Ship classification	Maritime				Competence of Ship's Officers for Hull Inspections	2016-02			"STC;#10"	3.306		
DNVGL	ST	1399	ST	10	Ship classification	Maritime				Shiphandling competence requirements for Berthing and Unberthing Large Vessels	2016-02			"STC;#10"	3.307		
DNVGL	ST	1400	ST	10	Ship classification	Maritime				Competence of Tender Operators	2016-02			"STC;#10"	3.310		
DNVGL	ST	1401	ST	10	Ship classification	Maritime				Competence of Officers for Navigation in Ice	2016-02			"STC;#10"	3.312		
DNVGL	ST	1402	ST	10	Ship classification	Maritime				Competence of Cargo Operator - Crude oil Tankers	2016-02			"STC;#10"	3.317		
DNVGL	ST	1403	ST	10	Ship classification	Maritime				Competence of Cargo Operator - Product Tankers	2016-02			"STC;#10"	3.318		
DNVGL	ST	1404	ST	10	Ship classification	Maritime				Competence of Cargo Operator - Chemical Tankers	2016-02			"STC;#10"	3.319		
DNVGL	ST	1405	ST	10	Ship classification	Maritime				Competence of Fast Rescue Craft Operators	2016-02			"STC;#10"	3.320		
DNVGL	ST	1406	ST	10	Ship classification	Maritime				Competence of Lifeboat Coxswains	2016-02			"STC;#10"	3.321		
DNVGL	ST	1407	ST	10	Ship classification	Maritime				Competence of Dynamic Positioning Operators - Station Keeping	2016-02			"STC;#10"	3.322		
DNVGL	ST	1408	ST	10	Ship classification	Maritime				Competence of Maritime Teaching Professionals - Course Designers, Teachers, Lecturers, Train­ers, Instructors, Assessors	2016-02			"STC;#10"	3.323		
DNVGL	ST	1409	ST	10	Ship classification	Maritime				Competence of Maritime Simulator Instructors	2016-02			"STC;#10"	3.324		
DNVGL	ST	1410	ST	10	Ship classification	Maritime				Maritime Training Providers	2016-02			"STC;#10"	3.403		
DNVGL	ST	1411	ST	10	Ship classification	Maritime				Crew Manning Offices Private Recruitment and Placement Services	2016-02			"STC;#10"	3.404		
DNVGL	ST	1412	ST	10	Ship classification	Maritime				Pilot Organisations	2016-02			"STC;#10"	3.405		
DNVGL	ST	1413	ST	10	Ship classification	Maritime				Test Centre for Certification of Personnel	2016-02			"STC;#10"	3.406		
DNVGL	ST	1414	ST	10	Ship classification	Maritime				Environmental Services	2016-02			"STC;#10"	4		
DNVGL	ST	1415	ST	10	Ship classification	Maritime				Management systems for safe and environmentally sound Ship Recycling Facilities	2016-02			"STC;#10"	4.1		
DNVGL	ST	1416	ST	10	Ship classification	Maritime				Approval Programmes – Products, Manufacturers, Service Suppliers	2016-02			"STC;#10"	2.9	ORS	"WP 6;#6"
DNVGL	ST	1417	ST	10	Ship classification	Maritime			Type approval programmes	Type approval programmes: Welding Consumables	2016-02			"TAP;#24"	1-401.1	ORS	"WP 5;#5"
DNVGL	ST	1418	ST	10	Ship classification	Maritime			Type approval programmes	Fibre Reinforced Thermosetting Plastic Pipes	2016-02			"TAP;#24"	1-501.1	ORS	"WP 5;#5"
DNVGL	ST	1419	ST	10	Ship classification	Maritime			Type approval programmes	Thermoplastic Pipes	2016-02			"TAP;#24"	1-501.2	ORS	"WP 5;#5"
DNVGL	ST	1420	ST	10	Ship classification	Maritime			Type approval programmes	Synthetic Rudder Bearing Bushing Materials	2016-02			"TAP;#24"	1-501.5	ORS	"WP 5;#5"
DNVGL	ST	1421	ST	10	Ship classification	Maritime			Type approval programmes	Glass Fibre Reinforcements	2016-02			"TAP;#24"	1-501.8	ORS	"WP 5;#5"
DNVGL	ST	1422	ST	10	Ship classification	Maritime			Type approval programmes	Polyester Resin, Vinylester Resin, Gelcoat and Topcoat	2016-02			"TAP;#24"	1-501.9	ORS	"WP 5;#5"
DNVGL	ST	1423	ST	10	Ship classification	Maritime			Type approval programmes	Sandwich Core Materials	2016-02			"TAP;#24"	1-501.10	ORS	"WP 5;#5"
DNVGL	ST	1424	ST	10	Ship classification	Maritime			Type approval programmes	Sandwich Adhesives	2016-02			"TAP;#24"	1-501.11	ORS	"WP 5;#5"
DNVGL	ST	1425	ST	10	Ship classification	Maritime			Type approval programmes	Adhesives	2016-02			"TAP;#24"	1-501.12	ORS	"WP 5;#5"
DNVGL	ST	1426	ST	10	Ship classification	Maritime			Type approval programmes	Epoxy Systems	2016-02			"TAP;#24"	1-501.13	ORS	"WP 5;#5"
DNVGL	ST	1427	ST	10	Ship classification	Maritime			Type approval programmes	Aramid Fibre Reinforcements	2016-02			"TAP;#24"	1-501.15	ORS	"WP 5;#5"
DNVGL	ST	1428	ST	10	Ship classification	Maritime			Type approval programmes	Composite Drive Shafts and Flexible Couplings	2016-02			"TAP;#24"	1-501.16	ORS	"WP 5;#5"
DNVGL	ST	1429	ST	10	Ship classification	Maritime			Type approval programmes	Side Scuttles and Windows	2016-02			"TAP;#24"	1-501.17	ORS	"WP 5;#5"
DNVGL	ST	1430	ST	10	Ship classification	Maritime			Type approval programmes	Pourable Compound for Rope Socketing	2016-02			"TAP;#24"	1-501.18	ORS	"WP 5;#5"
DNVGL	ST	1431	ST	10	Ship classification	Maritime			Type approval programmes	Carbon Fibre Reinforcements	2016-02			"TAP;#24"	1-501.19	ORS	"WP 5;#5"
DNVGL	ST	1432	ST	10	Ship classification	Maritime			Type approval programmes	Elastomer Core Materials for Use in Sandwich Plate System (SPS) or Similar	2016-02			"TAP;#24"	1-501.20	ORS	"WP 5;#5"
DNVGL	ST	1433	ST	10	Ship classification	Maritime			Type approval programmes	Plywood	2016-02			"TAP;#24"	1-503.1	ORS	"WP 5;#5"
DNVGL	ST	1434	ST	10	Ship classification	Maritime			Type approval programmes	Hardwood for Tank Supports	2016-02			"TAP;#24"	1-503.2	ORS	"WP 5;#5"
DNVGL	ST	1435	ST	10	Ship classification	Maritime			Type approval programmes	Synthetic Fibre Ropes for Towing, Mooring and Anchoring of Ships and High Speed and Light Craft	2016-02			"TAP;#24"	1-504.1	ORS	"WP 5;#5"
DNVGL	ST	1436	ST	10	Ship classification	Maritime			Type approval programmes	Fastening Devices for Sacrificial Anodes	2016-02			"TAP;#24"	1-601.1	ORS	"WP 5;#5"
DNVGL	ST	1437	ST	10	Ship classification	Maritime			Type approval programmes	Welding Consumables	2016-02			"TAP;#24"	1-601.2	ORS	"WP 5;#5"
DNVGL	ST	1438	ST	10	Ship classification	Maritime			Type approval programmes	Fibre Reinforced Thermosetting Plastic Pipes	2016-02			"TAP;#24"	1-602.1	ORS	"WP 5;#5"
DNVGL	ST	1439	ST	10	Ship classification	Maritime			Type approval programmes	Thermoplastic Pipes	2016-02			"TAP;#24"	1-602.2	ORS	"WP 5;#5"
DNVGL	ST	1440	ST	10	Ship classification	Maritime			Type approval programmes	Synthetic Rudder Bearing Bushing Materials	2016-02			"TAP;#24"	1-602.3	ORS	"WP 5;#5"
DNVGL	ST	1441	ST	10	Ship classification	Maritime			Type approval programmes	Glass Fibre Reinforcements	2016-02			"TAP;#24"	1-602.4	ORS	"WP 5;#5"
DNVGL	ST	1442	ST	10	Ship classification	Maritime			Type approval programmes	Polyester Resin, Vinylester Resin, Gelcoat and Topcoat	2016-02			"TAP;#24"	3-449.50-1	ORS	"WP 6;#6"
DNVGL	ST	1443	ST	10	Ship classification	Maritime			Type approval programmes	Sandwich Core Materials	2016-02			"TAP;#24"	4-702.50-1	ORS	"WP 6;#6"
DNVGL	ST	1444	ST	10	Ship classification	Maritime			Type approval programmes	Sandwich Adhesives	2016-02			"TAP;#24"	4-703.10-1	ORS	"WP 6;#6"
DNVGL	ST	1445	ST	10	Ship classification	Maritime			Type approval programmes	Adhesives	2016-02			"TAP;#24"	4-714.30-1	ORS	"WP 6;#6"
DNVGL	ST	1446	ST	10	Ship classification	Maritime			Type approval programmes	Epoxy Systems	2016-02			"TAP;#24"	4-714.30-2	ORS	"WP 6;#6"
DNVGL	ST	1447	ST	10	Ship classification	Maritime			Type approval programmes	Aramid Fibre Reinforcements	2016-02			"TAP;#24"	4-714.60-1	ORS	"WP 6;#6"
DNVGL	ST	1448	ST	10	Ship classification	Maritime			Type approval programmes	Composite Drive Shafts and Flexible Couplings	2016-02			"TAP;#24"	4-716.00-1	ORS	"WP 6;#6"
DNVGL	ST	1449	ST	10	Ship classification	Maritime			Type approval programmes	Side Scuttles and Windows	2016-02			"TAP;#24"	4-732.10-1	ORS	"WP 6;#6"
DNVGL	ST	1450	ST	10	Ship classification	Maritime			Type approval programmes	Pourable Compound for Rope Socketing	2016-02			"TAP;#24"	5-741.10-1	ORS	"WP 6;#6"
DNVGL	ST	1451	ST	10	Ship classification	Maritime			Type approval programmes	Carbon Fibre Reinforcements	2016-02			"TAP;#24"	5-778.93	ORS	"WP 6;#6"
DNVGL	ST	1452	ST	10	Ship classification	Maritime			Type approval programmes	Elastomer Core Materials for Use in Sandwich Plate System (SPS) or Similar	2016-02			"TAP;#24"	5-779.70-1	ORS	"WP 6;#6"
DNVGL	ST	1453	ST	10	Ship classification	Maritime			Type approval programmes	Plywood	2016-02			"TAP;#24"	5-791.70	ORS	"WP 6;#6"
DNVGL	ST	1454	ST	10	Ship classification	Maritime			Type approval programmes	Hardwood for Tank Supports	2016-02			"TAP;#24"	5-791.80	ORS	"WP 6;#6"
DNVGL	ST	1455	ST	10	Ship classification	Maritime			Type approval programmes	Synthetic Fibre Ropes for Towing, Mooring and Anchoring of Ships and High Speed and Light Craft	2016-02			"TAP;#24"	5-792.20	ORS	"WP 6;#6"
DNVGL	ST	1456	ST	10	Ship classification	Maritime			Type approval programmes	Fastening Devices for Sacrificial Anodes	2016-02			"TAP;#24"	5-793.10-1	ORS	"WP 6;#6"
DNVGL	ST	1457	ST	10	Ship classification	Maritime			Type approval programmes	Sacrificial Anode Materials	2016-02			"TAP;#24"	5-794.40	ORS	"WP 6;#6"
DNVGL	ST	1458	ST	10	Ship classification	Maritime			Type approval programmes	Protective Coating Systems	2016-02			"TAP;#24"	6-800	ORS	"WP 6;#6"
DNVGL	ST	1459	ST	10	Ship classification	Maritime			Type approval programmes	Shop Primers for Corrosion Protection of Steel Plates and Sections	2016-02			"TAP;#24"	7-473.11	ORS	"WP 6;#6"
DNVGL	ST	1460	ST	10	Ship classification	Maritime			Type approval programmes	Anti–Fouling Systems	2016-02			"TAP;#24"	7-473.12	ORS	"WP 6;#6"
DNVGL	ST	1461	ST	10	Ship classification	Maritime			Type approval programmes	Protective Coating Systems - Cargo Oil Tanks	2016-02			"TAP;#24"	7-473.13	ORS	"WP 6;#6"
DNVGL	ST	1462	ST	10	Ship classification	Maritime			Type approval programmes	Passenger and Crew Seats	2016-02			"TAP;#24"	7-473.19	ORS	"WP 6;#6"
DNVGL	ST	1463	ST	10	Ship classification	Maritime			Type approval programmes	Flexible Mounts used for Propulsion or Auxiliary Machinery	2016-02			"TAP;#24"	7-473.30/31	ORS	"WP 6;#6"
DNVGL	ST	1464	ST	10	Ship classification	Maritime			Type approval programmes	Steering Gear	2016-02			"TAP;#24"	7-861.80	ORS	"WP 6;#6"
DNVGL	ST	1465	ST	10	Ship classification	Maritime			Type approval programmes	Elastic (torsional) Couplings used for Torque Transmission in Propulsion or Auxiliary Plants	2016-02			"TAP;#24"	7-866.30	ORS	"WP 6;#6"
DNVGL	ST	1466	ST	10	Ship classification	Maritime			Type approval programmes	Couplings used for Torque Transmission in Propulsion or Auxiliary Plants	2016-02			"TAP;#24"	7-890	ORS	"WP 6;#6"
DNVGL	ST	1467	ST	10	Ship classification	Maritime			Type approval programmes	Clutches used for Torque Transmission in Propulsion or Auxiliary Plants	2016-02			"TAP;#24"	7-891.40	ORS	"WP 6;#6"
DNVGL	ST	1468	ST	10	Ship classification	Maritime			Type approval programmes	Gear Transmission used in Propulsion or Auxiliary Plants	2016-02			"TAP;#24"	8-471.19-1	ORS	"WP 6;#6"
DNVGL	ST	1469	ST	10	Ship classification	Maritime			Type approval programmes	Gas Turbines	2016-02			"TAP;#24"	8-899.10-1	ORS	"WP 6;#6"
DNVGL	ST	1470	ST	10	Ship classification	Maritime			Type approval programmes	Boilers	2016-02			"TAP;#24"	10-706.70-1	ORS	"WP 6;#6"
DNVGL	ST	1471	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Hydraulic Cylinders	2016-02			"TAP;#24"	760.30/40 MED A.1/2.8	ORS	"WP 6;#6"
DNVGL	ST	1472	ST	10	Ship classification	Maritime			Type approval programmes	Spark Arrestors	2016-02			"TAP;#24"	771.60	ORS	"WP 6;#6"
DNVGL	ST	1473	ST	10	Ship classification	Maritime			Type approval programmes	Flexible Hoses of Non–Metallic Material	2016-02			"TAP;#24"	771.91	ORS	"WP 6;#6"
DNVGL	ST	1474	ST	10	Ship classification	Maritime			Type approval programmes	Flexible Hoses of Metallic Material	2016-02			"TAP;#24"	775.60	ORS	"WP 6;#6"
DNVGL	ST	1475	ST	10	Ship classification	Maritime			Type approval programmes	Pipe Couplings	2016-02			"TAP;#24"	785.70	ORS	"WP 6;#6"
DNVGL	ST	1476	ST	10	Ship classification	Maritime			Type approval programmes	Air Vent Heads	2016-02			"TAP;#24"	785.80	ORS	"WP 6;#6"
DNVGL	ST	1477	ST	10	Ship classification	Maritime			Type approval programmes	Valves	2016-02			"TAP;#24"	470	ORS	"WP 6;#6"
DNVGL	ST	1478	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Electric Equipment	2016-02			"TAP;#24"	MED A.1/3	ORS	"WP 6;#6"
DNVGL	ST	1479	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Fire Alarm Central Unit – Control, Indicating and Power Supply Equipment	2016-02			"TAP;#24"	842.10 - MED A.1/ 4.34-4.38	ORS	"WP 6;#6"
DNVGL	ST	1480	ST	10	Ship classification	Maritime			Type approval programmes	Fire Detectors – Heat and Smoke Detectors	2016-02			"TAP;#24"	842.20	ORS	"WP 6;#6"
DNVGL	ST	1481	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Fire Alarm Manual Call Points	2016-02			"TAP;#24"	842.40 - MED A.1/ 4.37	ORS	"WP 6;#6"
DNVGL	ST	1482	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Alarm Devices - Sounders	2016-02			"TAP;#24"	842.50 - MED A.1/ 4.39	ORS	"WP 6;#6"
DNVGL	ST	1483	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Gas Detector System and Gas Detectors	2016-02			"TAP;#24"	843.20 - MED A.1/ 4.6	ORS	"WP 6;#6"
DNVGL	ST	1484	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Steering Gear Control System	2016-02			"TAP;#24"	843.30 - MED A.1/ 4.7	ORS	"WP 6;#6"
DNVGL	ST	1485	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Engineer's Alarm and Watch Call System	2016-02			"TAP;#24"	844.10 - MED A.1/ 4.3	ORS	"WP 6;#6"
DNVGL	ST	1486	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Instrumentation And Automation Equipment October 2009	2016-02			"TAP;#24"	844.20 - MED A.1/ 4.1	ORS	"WP 6;#6"
DNVGL	ST	1487	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Flame Detector October 2009	2016-02			"TAP;#24"	844.40 - MED A.1/4.20-4.21-4.22-4.9	ORS	"WP 6;#6"
DNVGL	ST	1488	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Cable and Pipe Penetrations – Fire Safety	2016-02			"TAP;#24"	844.50 - MED A.1/ 4.2	ORS	"WP 6;#6"
DNVGL	ST	1489	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Computer based Diesel Engine performance Analyser and Performance monitoring systems	2016-02			"TAP;#24"	844.60 - MED A.1/ 4.33	ORS	"WP 6;#6"
DNVGL	ST	1490	ST	10	Ship classification	Maritime			Type approval programmes	Planned Maintenance System (PMS)	2016-02			"TAP;#24"	844.70	ORS	"WP 6;#6"
DNVGL	ST	1491	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	On-board NOx Monitoring and Recording Devices	2016-02			"TAP;#24"	844.80 - MED A.1/ 4.16	ORS	"WP 6;#6"
DNVGL	ST	1492	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	5PPM Bilge Water Separators and 5PPM Bilge Alarm	2016-02			"TAP;#24"	844.81 - MED A.1/ 4.40	ORS	"WP 6;#6"
DNVGL	ST	1493	ST	10	Ship classification	Maritime			Type approval programmes	Ballast water management system	2016-02			"TAP;#24"	845.20	ORS	"WP 6;#6"
DNVGL	ST	1494	ST	10	Ship classification	Maritime			Type approval programmes	Fuel Oil Separators	2016-02			"TAP;#24"	845.50	ORS	"WP 6;#6"
DNVGL	ST	1495	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Crude Oil Washing (COW) - Machines	2016-02			"TAP;#24"	846.40 - MED A.1/ 4.14	ORS	"WP 6;#6"
DNVGL	ST	1496	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Continuous drip Fuel sampler	2016-02			"TAP;#24"	846.50 - MED A.1/4.14-15	ORS	"WP 6;#6"
DNVGL	ST	1497	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Fire Safety	2016-02			"TAP;#24"	846.60 - MED A.1/ 4.11	ORS	"WP 6;#6"
DNVGL	ST	1498	ST	10	Ship classification	Maritime			Type approval programmes	Fire Safety - according to the Marine Equipment Directive	2016-02			"TAP;#24"	846.80	ORS	"WP 6;#6"
DNVGL	ST	1499	ST	10	Ship classification	Maritime			Type approval programmes	Radar Equipment	2016-02			"TAP;#24"	847.10	ORS	"WP 6;#6"
DNVGL	ST	1500	ST	10	Ship classification	Maritime			Type approval programmes	Wave Radar Systems	2016-02			"TAP;#24"	847.40	ORS	"WP 6;#6"
DNVGL	ST	1501	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Radar and ARPA Equipment for High Speed Craft	2016-02			"TAP;#24"	847.50 - MED A.1/ 4.30	ORS	"WP 6;#6"
DNVGL	ST	1502	ST	10	Ship classification	Maritime			Type approval programmes	Radar Reflector	2016-02			"TAP;#24"	847.92	ORS	"WP 6;#6"
DNVGL	ST	1503	ST	10	Ship classification	Maritime			Type approval programmes	Echo Sounding Equipment	2016-02			"TAP;#24"	849.61	ORS	"WP 6;#6"
DNVGL	ST	1504	ST	10	Ship classification	Maritime			Type approval programmes for marine equipment directive	Speed and Distance Measuring Equipment (SDME)	2016-02			"TAP;#24"	849.80 - MED A.1/ 4.29	ORS	"WP 6;#6"
DNVGL	ST	1505	ST	10	Ship classification	Maritime			Type approval programmes	Marine Gyro Compass	2016-02			"TAP;#24"	849.82	ORS	"WP 6;#6"
DNVGL	ST	1742	ST	10	Ship classification	Maritime			Approval of manufacturers	Magnetic Compasses	2016-02			"AoM;#25"	301A	ORS	"WP 5;#5"
DNVGL	ST	1743	ST	10	Ship classification	Maritime			Approval of manufacturers	Indicators for Rudder Angle, Rate of Turn, Propeller Shaft Revolution and Propeller Pitch	2016-02			"AoM;#25"	301B	ORS	"WP 5;#5"
DNVGL	ST	1744	ST	10	Ship classification	Maritime			Approval of manufacturers	Marine Electromagnetic Compass	2016-02			"AoM;#25"	302A	ORS	"WP 5;#5"
DNVGL	ST	1745	ST	10	Ship classification	Maritime			Approval of manufacturers	Track Control	2016-02			"AoM;#25"	302B	ORS	"WP 5;#5"
DNVGL	ST	1746	ST	10	Ship classification	Maritime			Approval of manufacturers	Grounding Avoidance System (GAS)	2016-02			"AoM;#25"	303	ORS	"WP 5;#5"
DNVGL	ST	1747	ST	10	Ship classification	Maritime			Approval of manufacturers	Heading Control System (HCS)	2016-02			"AoM;#25"	304	ORS	"WP 5;#5"
DNVGL	ST	1748	ST	10	Ship classification	Maritime			Approval of manufacturers	Heading Control System (HCS) for High Speed Craft	2016-02			"AoM;#25"	305	ORS	"WP 5;#5"
DNVGL	ST	1749	ST	10	Ship classification	Maritime			Approval of manufacturers	Navigation Lights and Controllers	2016-02			"AoM;#25"	306	ORS	"WP 5;#5"
DNVGL	ST	1750	ST	10	Ship classification	Maritime			Approval of manufacturers	Sound Reception Systems	2016-02			"AoM;#25"	307	ORS	"WP 5;#5"
DNVGL	ST	1751	ST	10	Ship classification	Maritime			Approval of manufacturers	Global Positioning Systems (GPS)	2016-02			"AoM;#25"	308	ORS	"WP 5;#5"
DNVGL	ST	1752	ST	10	Ship classification	Maritime			Approval of manufacturers	Shipborne DGPS and DGLONASS Maritime Radio Beacon Equipment	2016-02			"AoM;#25"	309	ORS	"WP 5;#5"
DNVGL	ST	1753	ST	10	Ship classification	Maritime			Approval of manufacturers	Loran–C	2016-02			"AoM;#25"	310	ORS	"WP 5;#5"
DNVGL	ST	1754	ST	10	Ship classification	Maritime			Approval of manufacturers	Ship-borne combined DGPS / Dglonass Maritime Radio Beacon Equipment	2016-02			"AoM;#25"	311	ORS	"WP 5;#5"
DNVGL	ST	1755	ST	10	Ship classification	Maritime			Approval of manufacturers	Window Wipers	2016-02			"AoM;#25"	312	ORS	"WP 5;#5"
DNVGL	ST	1756	ST	10	Ship classification	Maritime			Approval of manufacturers	Weather Surveillance System	2016-02			"AoM;#25"	313	Offshore	"Offshore;#11"
DNVGL	ST	1757	ST	10	Ship classification	Maritime			Approval of manufacturers	Electronic Chart Display and Information Systems (ECDIS)	2016-02			"AoM;#25"	316	Offshore	"Offshore;#11"
DNVGL	ST	1758	ST	10	Ship classification	Maritime			Approval of manufacturers	Routing Decision Support Systems (RDSS)	2016-02			"AoM;#25"	320	ORS	"WP 5;#5"
DNVGL	ST	1759	ST	10	Ship classification	Maritime			Approval of manufacturers	Sun Screen system	2016-02			"AoM;#25"	321	Offshore	"Offshore;#11"
DNVGL	ST	1760	ST	10	Ship classification	Maritime			Approval of manufacturers	Ship-borne Voyage Data Recorder (VDR)	2016-02			"AoM;#25"	322	Offshore	"Offshore;#11"
DNVGL	ST	1761	ST	10	Ship classification	Maritime			Approval of manufacturers	Simplified Voyage Data Recorder (S-VDR)	2016-02			"AoM;#25"	330	ORS	"WP 6;#6"
DNVGL	ST	1762	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Firms engaged in Ultrasonic Thickness Measurements of Ship’s Structure	2016-02			"AoSS;#26"	402A	ORS	"WP 5;#5"
DNVGL	ST	1763	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Firms engaged in Non Destructive Testing (NDT) on Offshore Projects and Offshore Units / Components	2016-02			"AoSS;#26"	402B	Offshore	"Offshore;#11"
